Size,TimeMicroseconds,Threshold
500,149,30
Size,TimeMicroseconds,Threshold
600,250,30
Size,TimeMicroseconds,Threshold
700,228,30
Size,TimeMicroseconds,Threshold
800,323,30
Size,TimeMicroseconds,Threshold
900,356,30
Size,TimeMicroseconds,Threshold
1000,403,30
Size,TimeMicroseconds,Threshold
1100,443,30
Size,TimeMicroseconds,Threshold
1200,483,30
Size,TimeMicroseconds,Threshold
1300,518,30
Size,TimeMicroseconds,Threshold
1400,571,30
Size,TimeMicroseconds,Threshold
1500,604,30
Size,TimeMicroseconds,Threshold
1600,651,30
Size,TimeMicroseconds,Threshold
1700,684,30
Size,TimeMicroseconds,Threshold
1800,669,30
Size,TimeMicroseconds,Threshold
1900,790,30
Size,TimeMicroseconds,Threshold
2000,830,30
Size,TimeMicroseconds,Threshold
2100,865,30
Size,TimeMicroseconds,Threshold
2200,914,30
Size,TimeMicroseconds,Threshold
2300,953,30
Size,TimeMicroseconds,Threshold
2400,993,30
Size,TimeMicroseconds,Threshold
2500,1054,30
Size,TimeMicroseconds,Threshold
2600,1075,30
Size,TimeMicroseconds,Threshold
2700,1146,30
Size,TimeMicroseconds,Threshold
2800,1161,30
Size,TimeMicroseconds,Threshold
2900,1202,30
Size,TimeMicroseconds,Threshold
3000,1261,30
Size,TimeMicroseconds,Threshold
3100,1278,30
Size,TimeMicroseconds,Threshold
3200,1337,30
Size,TimeMicroseconds,Threshold
3300,1390,30
Size,TimeMicroseconds,Threshold
3400,1455,30
Size,TimeMicroseconds,Threshold
3500,1480,30
Size,TimeMicroseconds,Threshold
3600,1528,30
Size,TimeMicroseconds,Threshold
3700,1566,30
Size,TimeMicroseconds,Threshold
3800,1628,30
Size,TimeMicroseconds,Threshold
3900,1664,30
Size,TimeMicroseconds,Threshold
4000,1689,30
Size,TimeMicroseconds,Threshold
4100,1737,30
Size,TimeMicroseconds,Threshold
4200,1786,30
Size,TimeMicroseconds,Threshold
4300,1829,30
Size,TimeMicroseconds,Threshold
4400,1894,30
Size,TimeMicroseconds,Threshold
4500,1933,30
Size,TimeMicroseconds,Threshold
4600,1953,30
Size,TimeMicroseconds,Threshold
4700,2018,30
Size,TimeMicroseconds,Threshold
4800,2046,30
Size,TimeMicroseconds,Threshold
4900,2125,30
Size,TimeMicroseconds,Threshold
5000,2173,30
Size,TimeMicroseconds,Threshold
5100,2191,30
Size,TimeMicroseconds,Threshold
5200,2255,30
Size,TimeMicroseconds,Threshold
5300,2291,30
Size,TimeMicroseconds,Threshold
5400,2356,30
Size,TimeMicroseconds,Threshold
5500,2406,30
Size,TimeMicroseconds,Threshold
5600,2404,30
Size,TimeMicroseconds,Threshold
5700,2473,30
Size,TimeMicroseconds,Threshold
5800,2490,30
Size,TimeMicroseconds,Threshold
5900,2556,30
Size,TimeMicroseconds,Threshold
6000,2608,30
Size,TimeMicroseconds,Threshold
6100,2657,30
Size,TimeMicroseconds,Threshold
6200,2064,30
Size,TimeMicroseconds,Threshold
6300,2429,30
Size,TimeMicroseconds,Threshold
6400,2025,30
Size,TimeMicroseconds,Threshold
6500,2828,30
Size,TimeMicroseconds,Threshold
6600,2865,30
Size,TimeMicroseconds,Threshold
6700,2929,30
Size,TimeMicroseconds,Threshold
6800,2281,30
Size,TimeMicroseconds,Threshold
6900,2462,30
Size,TimeMicroseconds,Threshold
7000,2720,30
Size,TimeMicroseconds,Threshold
7100,2518,30
Size,TimeMicroseconds,Threshold
7200,2552,30
Size,TimeMicroseconds,Threshold
7300,2549,30
Size,TimeMicroseconds,Threshold
7400,2611,30
Size,TimeMicroseconds,Threshold
7500,2578,30
Size,TimeMicroseconds,Threshold
7600,2502,30
Size,TimeMicroseconds,Threshold
7700,2742,30
Size,TimeMicroseconds,Threshold
7800,3470,30
Size,TimeMicroseconds,Threshold
7900,3483,30
Size,TimeMicroseconds,Threshold
8000,3143,30
Size,TimeMicroseconds,Threshold
8100,2976,30
Size,TimeMicroseconds,Threshold
8200,3730,30
Size,TimeMicroseconds,Threshold
8300,2686,30
Size,TimeMicroseconds,Threshold
8400,2847,30
Size,TimeMicroseconds,Threshold
8500,4198,30
Size,TimeMicroseconds,Threshold
8600,3688,30
Size,TimeMicroseconds,Threshold
8700,3838,30
Size,TimeMicroseconds,Threshold
8800,3565,30
Size,TimeMicroseconds,Threshold
8900,3314,30
Size,TimeMicroseconds,Threshold
9000,4025,30
Size,TimeMicroseconds,Threshold
9100,4091,30
Size,TimeMicroseconds,Threshold
9200,4124,30
Size,TimeMicroseconds,Threshold
9300,3400,30
Size,TimeMicroseconds,Threshold
9400,3449,30
Size,TimeMicroseconds,Threshold
9500,3641,30
Size,TimeMicroseconds,Threshold
9600,3463,30
Size,TimeMicroseconds,Threshold
9700,4261,30
Size,TimeMicroseconds,Threshold
9800,3383,30
Size,TimeMicroseconds,Threshold
9900,3420,30
Size,TimeMicroseconds,Threshold
10000,3442,30
