Size,TimeMicroseconds,Threshold
10000,1842,30
500,56,30
600,66,30
700,120,30
800,106,30
900,120,30
1000,143,30
1100,155,30
1200,157,30
1300,170,30
1400,262,30
1500,215,30
1600,210,30
1700,257,30
1800,350,30
1900,268,30
2000,398,30
2100,301,30
2200,427,30
2300,356,30
2400,353,30
2500,371,30
2600,404,30
2700,420,30
2800,438,30
2900,456,30
3000,468,30
3100,482,30
3200,406,30
3300,511,30
3400,557,30
3500,558,30
3600,572,30
3700,585,30
3800,599,30
3900,523,30
4000,681,30
4100,689,30
4200,702,30
4300,711,30
4400,734,30
4500,763,30
4600,797,30
4700,782,30
4800,833,30
4900,831,30
5000,1094,30
5100,856,30
5200,875,30
5300,903,30
5400,919,30
5500,938,30
5600,954,30
5700,975,30
5800,989,30
5900,1012,30
6000,1333,30
6100,1044,30
6200,1076,30
6300,1079,30
6400,1141,30
6500,1127,30
6600,1143,30
6700,1166,30
6800,1415,30
6900,1201,30
7000,1573,30
7100,1244,30
7200,1255,30
7300,1275,30
7400,1294,30
7500,1314,30
7600,1344,30
7700,1364,30
7800,1405,30
7900,1443,30
8000,1724,30
8100,1504,30
8200,1500,30
8300,1520,30
8400,1546,30
8500,1551,30
8600,1554,30
8700,1591,30
8800,1614,30
8900,1962,30
9000,1595,30
9100,1816,30
9200,1700,30
9300,1628,30
9400,1749,30
9500,1759,30
9600,1755,30
9700,1681,30
9800,1802,30
9900,1833,30
10000,1764,30
