Size,TimeMicroseconds,Threshold
500,39,100
Size,TimeMicroseconds,Threshold
600,40,100
Size,TimeMicroseconds,Threshold
700,75,100
Size,TimeMicroseconds,Threshold
800,93,100
Size,TimeMicroseconds,Threshold
900,81,100
Size,TimeMicroseconds,Threshold
1000,95,100
Size,TimeMicroseconds,Threshold
1100,102,100
Size,TimeMicroseconds,Threshold
1200,118,100
Size,TimeMicroseconds,Threshold
1300,140,100
Size,TimeMicroseconds,Threshold
1400,138,100
Size,TimeMicroseconds,Threshold
1500,149,100
Size,TimeMicroseconds,Threshold
1600,152,100
Size,TimeMicroseconds,Threshold
1700,166,100
Size,TimeMicroseconds,Threshold
1800,172,100
Size,TimeMicroseconds,Threshold
1900,170,100
Size,TimeMicroseconds,Threshold
2000,195,100
Size,TimeMicroseconds,Threshold
2100,215,100
Size,TimeMicroseconds,Threshold
2200,226,100
Size,TimeMicroseconds,Threshold
2300,175,100
Size,TimeMicroseconds,Threshold
2400,182,100
Size,TimeMicroseconds,Threshold
2500,415,100
Size,TimeMicroseconds,Threshold
2600,378,100
Size,TimeMicroseconds,Threshold
2700,315,100
Size,TimeMicroseconds,Threshold
2800,307,100
Size,TimeMicroseconds,Threshold
2900,265,100
Size,TimeMicroseconds,Threshold
3000,325,100
Size,TimeMicroseconds,Threshold
3100,307,100
Size,TimeMicroseconds,Threshold
3200,295,100
Size,TimeMicroseconds,Threshold
3300,348,100
Size,TimeMicroseconds,Threshold
3400,311,100
Size,TimeMicroseconds,Threshold
3500,312,100
Size,TimeMicroseconds,Threshold
3600,320,100
Size,TimeMicroseconds,Threshold
3700,341,100
Size,TimeMicroseconds,Threshold
3800,339,100
Size,TimeMicroseconds,Threshold
3900,351,100
Size,TimeMicroseconds,Threshold
4000,374,100
Size,TimeMicroseconds,Threshold
4100,393,100
Size,TimeMicroseconds,Threshold
4200,373,100
Size,TimeMicroseconds,Threshold
4300,411,100
Size,TimeMicroseconds,Threshold
4400,402,100
Size,TimeMicroseconds,Threshold
4500,530,100
Size,TimeMicroseconds,Threshold
4600,430,100
Size,TimeMicroseconds,Threshold
4700,448,100
Size,TimeMicroseconds,Threshold
4800,432,100
Size,TimeMicroseconds,Threshold
4900,464,100
Size,TimeMicroseconds,Threshold
5000,591,100
Size,TimeMicroseconds,Threshold
5100,616,100
Size,TimeMicroseconds,Threshold
5200,628,100
Size,TimeMicroseconds,Threshold
5300,490,100
Size,TimeMicroseconds,Threshold
5400,754,100
Size,TimeMicroseconds,Threshold
5500,474,100
Size,TimeMicroseconds,Threshold
5600,643,100
Size,TimeMicroseconds,Threshold
5700,572,100
Size,TimeMicroseconds,Threshold
5800,608,100
Size,TimeMicroseconds,Threshold
5900,556,100
Size,TimeMicroseconds,Threshold
6000,687,100
Size,TimeMicroseconds,Threshold
6100,587,100
Size,TimeMicroseconds,Threshold
6200,577,100
Size,TimeMicroseconds,Threshold
6300,804,100
Size,TimeMicroseconds,Threshold
6400,792,100
Size,TimeMicroseconds,Threshold
6500,629,100
Size,TimeMicroseconds,Threshold
6600,771,100
Size,TimeMicroseconds,Threshold
6700,622,100
Size,TimeMicroseconds,Threshold
6800,815,100
Size,TimeMicroseconds,Threshold
6900,838,100
Size,TimeMicroseconds,Threshold
7000,611,100
Size,TimeMicroseconds,Threshold
7100,642,100
Size,TimeMicroseconds,Threshold
7200,780,100
Size,TimeMicroseconds,Threshold
7300,666,100
Size,TimeMicroseconds,Threshold
7400,687,100
Size,TimeMicroseconds,Threshold
7500,691,100
Size,TimeMicroseconds,Threshold
7600,833,100
Size,TimeMicroseconds,Threshold
7700,895,100
Size,TimeMicroseconds,Threshold
7800,885,100
Size,TimeMicroseconds,Threshold
7900,758,100
Size,TimeMicroseconds,Threshold
8000,784,100
Size,TimeMicroseconds,Threshold
8100,766,100
Size,TimeMicroseconds,Threshold
8200,770,100
Size,TimeMicroseconds,Threshold
8300,782,100
Size,TimeMicroseconds,Threshold
8400,796,100
Size,TimeMicroseconds,Threshold
8500,881,100
Size,TimeMicroseconds,Threshold
8600,1134,100
Size,TimeMicroseconds,Threshold
8700,1124,100
Size,TimeMicroseconds,Threshold
8800,876,100
Size,TimeMicroseconds,Threshold
8900,855,100
Size,TimeMicroseconds,Threshold
9000,877,100
Size,TimeMicroseconds,Threshold
9100,1148,100
Size,TimeMicroseconds,Threshold
9200,844,100
Size,TimeMicroseconds,Threshold
9300,1253,100
Size,TimeMicroseconds,Threshold
9400,998,100
Size,TimeMicroseconds,Threshold
9500,923,100
Size,TimeMicroseconds,Threshold
9600,929,100
Size,TimeMicroseconds,Threshold
9700,963,100
Size,TimeMicroseconds,Threshold
9800,964,100
Size,TimeMicroseconds,Threshold
9900,974,100
Size,TimeMicroseconds,Threshold
10000,972,100
