Size,TimeMicroseconds,Threshold
500,121,20
Size,TimeMicroseconds,Threshold
600,143,20
Size,TimeMicroseconds,Threshold
700,156,20
Size,TimeMicroseconds,Threshold
800,181,20
Size,TimeMicroseconds,Threshold
900,214,20
Size,TimeMicroseconds,Threshold
1000,221,20
Size,TimeMicroseconds,Threshold
1100,261,20
Size,TimeMicroseconds,Threshold
1200,327,20
Size,TimeMicroseconds,Threshold
1300,308,20
Size,TimeMicroseconds,Threshold
1400,330,20
Size,TimeMicroseconds,Threshold
1500,355,20
Size,TimeMicroseconds,Threshold
1600,375,20
Size,TimeMicroseconds,Threshold
1700,415,20
Size,TimeMicroseconds,Threshold
1800,417,20
Size,TimeMicroseconds,Threshold
1900,442,20
Size,TimeMicroseconds,Threshold
2000,471,20
Size,TimeMicroseconds,Threshold
2100,477,20
Size,TimeMicroseconds,Threshold
2200,508,20
Size,TimeMicroseconds,Threshold
2300,530,20
Size,TimeMicroseconds,Threshold
2400,555,20
Size,TimeMicroseconds,Threshold
2500,581,20
Size,TimeMicroseconds,Threshold
2600,609,20
Size,TimeMicroseconds,Threshold
2700,641,20
Size,TimeMicroseconds,Threshold
2800,658,20
Size,TimeMicroseconds,Threshold
2900,685,20
Size,TimeMicroseconds,Threshold
3000,746,20
Size,TimeMicroseconds,Threshold
3100,760,20
Size,TimeMicroseconds,Threshold
3200,771,20
Size,TimeMicroseconds,Threshold
3300,825,20
Size,TimeMicroseconds,Threshold
3400,809,20
Size,TimeMicroseconds,Threshold
3500,841,20
Size,TimeMicroseconds,Threshold
3600,855,20
Size,TimeMicroseconds,Threshold
3700,907,20
Size,TimeMicroseconds,Threshold
3800,898,20
Size,TimeMicroseconds,Threshold
3900,928,20
Size,TimeMicroseconds,Threshold
4000,942,20
Size,TimeMicroseconds,Threshold
4100,988,20
Size,TimeMicroseconds,Threshold
4200,1049,20
Size,TimeMicroseconds,Threshold
4300,1183,20
Size,TimeMicroseconds,Threshold
4400,1053,20
Size,TimeMicroseconds,Threshold
4500,1080,20
Size,TimeMicroseconds,Threshold
4600,1109,20
Size,TimeMicroseconds,Threshold
4700,1120,20
Size,TimeMicroseconds,Threshold
4800,1146,20
Size,TimeMicroseconds,Threshold
4900,1172,20
Size,TimeMicroseconds,Threshold
5000,1197,20
Size,TimeMicroseconds,Threshold
5100,1214,20
Size,TimeMicroseconds,Threshold
5200,1243,20
Size,TimeMicroseconds,Threshold
5300,1330,20
Size,TimeMicroseconds,Threshold
5400,1314,20
Size,TimeMicroseconds,Threshold
5500,1327,20
Size,TimeMicroseconds,Threshold
5600,1365,20
Size,TimeMicroseconds,Threshold
5700,1387,20
Size,TimeMicroseconds,Threshold
5800,1512,20
Size,TimeMicroseconds,Threshold
5900,1437,20
Size,TimeMicroseconds,Threshold
6000,1465,20
Size,TimeMicroseconds,Threshold
6100,1516,20
Size,TimeMicroseconds,Threshold
6200,1528,20
Size,TimeMicroseconds,Threshold
6300,1537,20
Size,TimeMicroseconds,Threshold
6400,1569,20
Size,TimeMicroseconds,Threshold
6500,1654,20
Size,TimeMicroseconds,Threshold
6600,1616,20
Size,TimeMicroseconds,Threshold
6700,1749,20
Size,TimeMicroseconds,Threshold
6800,1631,20
Size,TimeMicroseconds,Threshold
6900,1659,20
Size,TimeMicroseconds,Threshold
7000,1685,20
Size,TimeMicroseconds,Threshold
7100,1714,20
Size,TimeMicroseconds,Threshold
7200,1783,20
Size,TimeMicroseconds,Threshold
7300,2376,20
Size,TimeMicroseconds,Threshold
7400,1863,20
Size,TimeMicroseconds,Threshold
7500,2101,20
Size,TimeMicroseconds,Threshold
7600,2862,20
Size,TimeMicroseconds,Threshold
7700,2891,20
Size,TimeMicroseconds,Threshold
7800,2108,20
Size,TimeMicroseconds,Threshold
7900,2025,20
Size,TimeMicroseconds,Threshold
8000,1979,20
Size,TimeMicroseconds,Threshold
8100,3039,20
Size,TimeMicroseconds,Threshold
8200,3067,20
Size,TimeMicroseconds,Threshold
8300,2399,20
Size,TimeMicroseconds,Threshold
8400,3158,20
Size,TimeMicroseconds,Threshold
8500,2785,20
Size,TimeMicroseconds,Threshold
8600,2430,20
Size,TimeMicroseconds,Threshold
8700,3277,20
Size,TimeMicroseconds,Threshold
8800,3305,20
Size,TimeMicroseconds,Threshold
8900,3325,20
Size,TimeMicroseconds,Threshold
9000,3291,20
Size,TimeMicroseconds,Threshold
9100,3435,20
Size,TimeMicroseconds,Threshold
9200,4887,20
Size,TimeMicroseconds,Threshold
9300,3496,20
Size,TimeMicroseconds,Threshold
9400,3524,20
Size,TimeMicroseconds,Threshold
9500,3588,20
Size,TimeMicroseconds,Threshold
9600,3643,20
Size,TimeMicroseconds,Threshold
9700,3656,20
Size,TimeMicroseconds,Threshold
9800,3679,20
Size,TimeMicroseconds,Threshold
9900,3302,20
Size,TimeMicroseconds,Threshold
10000,3652,20
