Size,TimeMicroseconds,Threshold
500,195,5
Size,TimeMicroseconds,Threshold
600,195,5
Size,TimeMicroseconds,Threshold
700,196,5
Size,TimeMicroseconds,Threshold
800,228,5
Size,TimeMicroseconds,Threshold
900,271,5
Size,TimeMicroseconds,Threshold
1000,301,5
Size,TimeMicroseconds,Threshold
1100,325,5
Size,TimeMicroseconds,Threshold
1200,356,5
Size,TimeMicroseconds,Threshold
1300,396,5
Size,TimeMicroseconds,Threshold
1400,412,5
Size,TimeMicroseconds,Threshold
1500,437,5
Size,TimeMicroseconds,Threshold
1600,483,5
Size,TimeMicroseconds,Threshold
1700,512,5
Size,TimeMicroseconds,Threshold
1800,557,5
Size,TimeMicroseconds,Threshold
1900,576,5
Size,TimeMicroseconds,Threshold
2000,612,5
Size,TimeMicroseconds,Threshold
2100,634,5
Size,TimeMicroseconds,Threshold
2200,666,5
Size,TimeMicroseconds,Threshold
2300,702,5
Size,TimeMicroseconds,Threshold
2400,734,5
Size,TimeMicroseconds,Threshold
2500,775,5
Size,TimeMicroseconds,Threshold
2600,789,5
Size,TimeMicroseconds,Threshold
2700,822,5
Size,TimeMicroseconds,Threshold
2800,863,5
Size,TimeMicroseconds,Threshold
2900,911,5
Size,TimeMicroseconds,Threshold
3000,1151,5
Size,TimeMicroseconds,Threshold
3100,941,5
Size,TimeMicroseconds,Threshold
3200,1195,5
Size,TimeMicroseconds,Threshold
3300,1048,5
Size,TimeMicroseconds,Threshold
3400,1043,5
Size,TimeMicroseconds,Threshold
3500,1075,5
Size,TimeMicroseconds,Threshold
3600,1135,5
Size,TimeMicroseconds,Threshold
3700,1300,5
Size,TimeMicroseconds,Threshold
3800,1400,5
Size,TimeMicroseconds,Threshold
3900,1190,5
Size,TimeMicroseconds,Threshold
4000,1226,5
Size,TimeMicroseconds,Threshold
4100,1250,5
Size,TimeMicroseconds,Threshold
4200,1288,5
Size,TimeMicroseconds,Threshold
4300,1356,5
Size,TimeMicroseconds,Threshold
4400,1398,5
Size,TimeMicroseconds,Threshold
4500,1427,5
Size,TimeMicroseconds,Threshold
4600,1456,5
Size,TimeMicroseconds,Threshold
4700,1465,5
Size,TimeMicroseconds,Threshold
4800,1512,5
Size,TimeMicroseconds,Threshold
4900,1541,5
Size,TimeMicroseconds,Threshold
5000,1603,5
Size,TimeMicroseconds,Threshold
5100,1634,5
Size,TimeMicroseconds,Threshold
5200,1662,5
Size,TimeMicroseconds,Threshold
5300,1683,5
Size,TimeMicroseconds,Threshold
5400,2239,5
Size,TimeMicroseconds,Threshold
5500,2359,5
Size,TimeMicroseconds,Threshold
5600,1806,5
Size,TimeMicroseconds,Threshold
5700,1840,5
Size,TimeMicroseconds,Threshold
5800,1847,5
Size,TimeMicroseconds,Threshold
5900,1891,5
Size,TimeMicroseconds,Threshold
6000,1920,5
Size,TimeMicroseconds,Threshold
6100,1940,5
Size,TimeMicroseconds,Threshold
6200,1976,5
Size,TimeMicroseconds,Threshold
6300,2005,5
Size,TimeMicroseconds,Threshold
6400,2040,5
Size,TimeMicroseconds,Threshold
6500,2099,5
Size,TimeMicroseconds,Threshold
6600,2116,5
Size,TimeMicroseconds,Threshold
6700,2168,5
Size,TimeMicroseconds,Threshold
6800,2217,5
Size,TimeMicroseconds,Threshold
6900,2258,5
Size,TimeMicroseconds,Threshold
7000,2263,5
Size,TimeMicroseconds,Threshold
7100,2291,5
Size,TimeMicroseconds,Threshold
7200,2300,5
Size,TimeMicroseconds,Threshold
7300,2332,5
Size,TimeMicroseconds,Threshold
7400,2460,5
Size,TimeMicroseconds,Threshold
7500,2421,5
Size,TimeMicroseconds,Threshold
7600,2450,5
Size,TimeMicroseconds,Threshold
7700,2513,5
Size,TimeMicroseconds,Threshold
7800,2554,5
Size,TimeMicroseconds,Threshold
7900,2565,5
Size,TimeMicroseconds,Threshold
8000,2603,5
Size,TimeMicroseconds,Threshold
8100,2636,5
Size,TimeMicroseconds,Threshold
8200,2760,5
Size,TimeMicroseconds,Threshold
8300,2711,5
Size,TimeMicroseconds,Threshold
8400,2746,5
Size,TimeMicroseconds,Threshold
8500,2773,5
Size,TimeMicroseconds,Threshold
8600,2820,5
Size,TimeMicroseconds,Threshold
8700,2843,5
Size,TimeMicroseconds,Threshold
8800,2879,5
Size,TimeMicroseconds,Threshold
8900,2913,5
Size,TimeMicroseconds,Threshold
9000,2981,5
Size,TimeMicroseconds,Threshold
9100,2989,5
Size,TimeMicroseconds,Threshold
9200,3025,5
Size,TimeMicroseconds,Threshold
9300,3051,5
Size,TimeMicroseconds,Threshold
9400,3075,5
Size,TimeMicroseconds,Threshold
9500,3210,5
Size,TimeMicroseconds,Threshold
9600,3165,5
Size,TimeMicroseconds,Threshold
9700,3180,5
Size,TimeMicroseconds,Threshold
9800,3239,5
Size,TimeMicroseconds,Threshold
9900,3259,5
Size,TimeMicroseconds,Threshold
10000,3594,5
