Size,TimeMicroseconds,Threshold
500,69,5
Size,TimeMicroseconds,Threshold
600,63,5
Size,TimeMicroseconds,Threshold
700,86,5
Size,TimeMicroseconds,Threshold
800,104,5
Size,TimeMicroseconds,Threshold
900,126,5
Size,TimeMicroseconds,Threshold
1000,121,5
Size,TimeMicroseconds,Threshold
1100,128,5
Size,TimeMicroseconds,Threshold
1200,162,5
Size,TimeMicroseconds,Threshold
1300,151,5
Size,TimeMicroseconds,Threshold
1400,178,5
Size,TimeMicroseconds,Threshold
1500,277,5
Size,TimeMicroseconds,Threshold
1600,219,5
Size,TimeMicroseconds,Threshold
1700,239,5
Size,TimeMicroseconds,Threshold
1800,238,5
Size,TimeMicroseconds,Threshold
1900,249,5
Size,TimeMicroseconds,Threshold
2000,276,5
Size,TimeMicroseconds,Threshold
2100,272,5
Size,TimeMicroseconds,Threshold
2200,276,5
Size,TimeMicroseconds,Threshold
2300,292,5
Size,TimeMicroseconds,Threshold
2400,296,5
Size,TimeMicroseconds,Threshold
2500,305,5
Size,TimeMicroseconds,Threshold
2600,325,5
Size,TimeMicroseconds,Threshold
2700,365,5
Size,TimeMicroseconds,Threshold
2800,379,5
Size,TimeMicroseconds,Threshold
2900,467,5
Size,TimeMicroseconds,Threshold
3000,428,5
Size,TimeMicroseconds,Threshold
3100,444,5
Size,TimeMicroseconds,Threshold
3200,455,5
Size,TimeMicroseconds,Threshold
3300,471,5
Size,TimeMicroseconds,Threshold
3400,483,5
Size,TimeMicroseconds,Threshold
3500,633,5
Size,TimeMicroseconds,Threshold
3600,495,5
Size,TimeMicroseconds,Threshold
3700,504,5
Size,TimeMicroseconds,Threshold
3800,513,5
Size,TimeMicroseconds,Threshold
3900,537,5
Size,TimeMicroseconds,Threshold
4000,533,5
Size,TimeMicroseconds,Threshold
4100,558,5
Size,TimeMicroseconds,Threshold
4200,576,5
Size,TimeMicroseconds,Threshold
4300,594,5
Size,TimeMicroseconds,Threshold
4400,591,5
Size,TimeMicroseconds,Threshold
4500,598,5
Size,TimeMicroseconds,Threshold
4600,604,5
Size,TimeMicroseconds,Threshold
4700,624,5
Size,TimeMicroseconds,Threshold
4800,637,5
Size,TimeMicroseconds,Threshold
4900,639,5
Size,TimeMicroseconds,Threshold
5000,648,5
Size,TimeMicroseconds,Threshold
5100,675,5
Size,TimeMicroseconds,Threshold
5200,714,5
Size,TimeMicroseconds,Threshold
5300,942,5
Size,TimeMicroseconds,Threshold
5400,1010,5
Size,TimeMicroseconds,Threshold
5500,796,5
Size,TimeMicroseconds,Threshold
5600,825,5
Size,TimeMicroseconds,Threshold
5700,834,5
Size,TimeMicroseconds,Threshold
5800,856,5
Size,TimeMicroseconds,Threshold
5900,912,5
Size,TimeMicroseconds,Threshold
6000,922,5
Size,TimeMicroseconds,Threshold
6100,946,5
Size,TimeMicroseconds,Threshold
6200,964,5
Size,TimeMicroseconds,Threshold
6300,978,5
Size,TimeMicroseconds,Threshold
6400,994,5
Size,TimeMicroseconds,Threshold
6500,1005,5
Size,TimeMicroseconds,Threshold
6600,1020,5
Size,TimeMicroseconds,Threshold
6700,1086,5
Size,TimeMicroseconds,Threshold
6800,1051,5
Size,TimeMicroseconds,Threshold
6900,1064,5
Size,TimeMicroseconds,Threshold
7000,1062,5
Size,TimeMicroseconds,Threshold
7100,1070,5
Size,TimeMicroseconds,Threshold
7200,1078,5
Size,TimeMicroseconds,Threshold
7300,1086,5
Size,TimeMicroseconds,Threshold
7400,1123,5
Size,TimeMicroseconds,Threshold
7500,1145,5
Size,TimeMicroseconds,Threshold
7600,1172,5
Size,TimeMicroseconds,Threshold
7700,1158,5
Size,TimeMicroseconds,Threshold
7800,1152,5
Size,TimeMicroseconds,Threshold
7900,1162,5
Size,TimeMicroseconds,Threshold
8000,1180,5
Size,TimeMicroseconds,Threshold
8100,1212,5
Size,TimeMicroseconds,Threshold
8200,1220,5
Size,TimeMicroseconds,Threshold
8300,1216,5
Size,TimeMicroseconds,Threshold
8400,1230,5
Size,TimeMicroseconds,Threshold
8500,1234,5
Size,TimeMicroseconds,Threshold
8600,1242,5
Size,TimeMicroseconds,Threshold
8700,1259,5
Size,TimeMicroseconds,Threshold
8800,1274,5
Size,TimeMicroseconds,Threshold
8900,1269,5
Size,TimeMicroseconds,Threshold
9000,1290,5
Size,TimeMicroseconds,Threshold
9100,1302,5
Size,TimeMicroseconds,Threshold
9200,1303,5
Size,TimeMicroseconds,Threshold
9300,1313,5
Size,TimeMicroseconds,Threshold
9400,1311,5
Size,TimeMicroseconds,Threshold
9500,1432,5
Size,TimeMicroseconds,Threshold
9600,1377,5
Size,TimeMicroseconds,Threshold
9700,1345,5
Size,TimeMicroseconds,Threshold
9800,1370,5
Size,TimeMicroseconds,Threshold
9900,1413,5
Size,TimeMicroseconds,Threshold
10000,1379,5
