Size,TimeMicroseconds,Threshold
500,72,100
Size,TimeMicroseconds,Threshold
600,102,100
Size,TimeMicroseconds,Threshold
700,130,100
Size,TimeMicroseconds,Threshold
800,148,100
Size,TimeMicroseconds,Threshold
900,123,100
Size,TimeMicroseconds,Threshold
1000,136,100
Size,TimeMicroseconds,Threshold
1100,168,100
Size,TimeMicroseconds,Threshold
1200,188,100
Size,TimeMicroseconds,Threshold
1300,205,100
Size,TimeMicroseconds,Threshold
1400,210,100
Size,TimeMicroseconds,Threshold
1500,238,100
Size,TimeMicroseconds,Threshold
1600,247,100
Size,TimeMicroseconds,Threshold
1700,226,100
Size,TimeMicroseconds,Threshold
1800,300,100
Size,TimeMicroseconds,Threshold
1900,250,100
Size,TimeMicroseconds,Threshold
2000,265,100
Size,TimeMicroseconds,Threshold
2100,313,100
Size,TimeMicroseconds,Threshold
2200,378,100
Size,TimeMicroseconds,Threshold
2300,383,100
Size,TimeMicroseconds,Threshold
2400,393,100
Size,TimeMicroseconds,Threshold
2500,359,100
Size,TimeMicroseconds,Threshold
2600,468,100
Size,TimeMicroseconds,Threshold
2700,531,100
Size,TimeMicroseconds,Threshold
2800,551,100
Size,TimeMicroseconds,Threshold
2900,551,100
Size,TimeMicroseconds,Threshold
3000,507,100
Size,TimeMicroseconds,Threshold
3100,672,100
Size,TimeMicroseconds,Threshold
3200,662,100
Size,TimeMicroseconds,Threshold
3300,473,100
Size,TimeMicroseconds,Threshold
3400,499,100
Size,TimeMicroseconds,Threshold
3500,522,100
Size,TimeMicroseconds,Threshold
3600,548,100
Size,TimeMicroseconds,Threshold
3700,562,100
Size,TimeMicroseconds,Threshold
3800,571,100
Size,TimeMicroseconds,Threshold
3900,597,100
Size,TimeMicroseconds,Threshold
4000,604,100
Size,TimeMicroseconds,Threshold
4100,631,100
Size,TimeMicroseconds,Threshold
4200,620,100
Size,TimeMicroseconds,Threshold
4300,673,100
Size,TimeMicroseconds,Threshold
4400,686,100
Size,TimeMicroseconds,Threshold
4500,709,100
Size,TimeMicroseconds,Threshold
4600,723,100
Size,TimeMicroseconds,Threshold
4700,829,100
Size,TimeMicroseconds,Threshold
4800,769,100
Size,TimeMicroseconds,Threshold
4900,819,100
Size,TimeMicroseconds,Threshold
5000,1063,100
Size,TimeMicroseconds,Threshold
5100,1056,100
Size,TimeMicroseconds,Threshold
5200,1099,100
Size,TimeMicroseconds,Threshold
5300,1129,100
Size,TimeMicroseconds,Threshold
5400,1150,100
Size,TimeMicroseconds,Threshold
5500,908,100
Size,TimeMicroseconds,Threshold
5600,1226,100
Size,TimeMicroseconds,Threshold
5700,1138,100
Size,TimeMicroseconds,Threshold
5800,1050,100
Size,TimeMicroseconds,Threshold
5900,1059,100
Size,TimeMicroseconds,Threshold
6000,1124,100
Size,TimeMicroseconds,Threshold
6100,1165,100
Size,TimeMicroseconds,Threshold
6200,1177,100
Size,TimeMicroseconds,Threshold
6300,1197,100
Size,TimeMicroseconds,Threshold
6400,1500,100
Size,TimeMicroseconds,Threshold
6500,1183,100
Size,TimeMicroseconds,Threshold
6600,1190,100
Size,TimeMicroseconds,Threshold
6700,1296,100
Size,TimeMicroseconds,Threshold
6800,1299,100
Size,TimeMicroseconds,Threshold
6900,1318,100
Size,TimeMicroseconds,Threshold
7000,1345,100
Size,TimeMicroseconds,Threshold
7100,1208,100
Size,TimeMicroseconds,Threshold
7200,1214,100
Size,TimeMicroseconds,Threshold
7300,1289,100
Size,TimeMicroseconds,Threshold
7400,1116,100
Size,TimeMicroseconds,Threshold
7500,1200,100
Size,TimeMicroseconds,Threshold
7600,1214,100
Size,TimeMicroseconds,Threshold
7700,1266,100
Size,TimeMicroseconds,Threshold
7800,1431,100
Size,TimeMicroseconds,Threshold
7900,1505,100
Size,TimeMicroseconds,Threshold
8000,1301,100
Size,TimeMicroseconds,Threshold
8100,1335,100
Size,TimeMicroseconds,Threshold
8200,1355,100
Size,TimeMicroseconds,Threshold
8300,1373,100
Size,TimeMicroseconds,Threshold
8400,1440,100
Size,TimeMicroseconds,Threshold
8500,1375,100
Size,TimeMicroseconds,Threshold
8600,1634,100
Size,TimeMicroseconds,Threshold
8700,1773,100
Size,TimeMicroseconds,Threshold
8800,1486,100
Size,TimeMicroseconds,Threshold
8900,1524,100
Size,TimeMicroseconds,Threshold
9000,1607,100
Size,TimeMicroseconds,Threshold
9100,1570,100
Size,TimeMicroseconds,Threshold
9200,1957,100
Size,TimeMicroseconds,Threshold
9300,1938,100
Size,TimeMicroseconds,Threshold
9400,1637,100
Size,TimeMicroseconds,Threshold
9500,1904,100
Size,TimeMicroseconds,Threshold
9600,1680,100
Size,TimeMicroseconds,Threshold
9700,1667,100
Size,TimeMicroseconds,Threshold
9800,1765,100
Size,TimeMicroseconds,Threshold
9900,2112,100
Size,TimeMicroseconds,Threshold
10000,1888,100
