Size,TimeMicroseconds,Threshold
500,189,50
Size,TimeMicroseconds,Threshold
600,156,50
Size,TimeMicroseconds,Threshold
700,165,50
Size,TimeMicroseconds,Threshold
800,195,50
Size,TimeMicroseconds,Threshold
900,211,50
Size,TimeMicroseconds,Threshold
1000,234,50
Size,TimeMicroseconds,Threshold
1100,259,50
Size,TimeMicroseconds,Threshold
1200,282,50
Size,TimeMicroseconds,Threshold
1300,332,50
Size,TimeMicroseconds,Threshold
1400,333,50
Size,TimeMicroseconds,Threshold
1500,358,50
Size,TimeMicroseconds,Threshold
1600,375,50
Size,TimeMicroseconds,Threshold
1700,407,50
Size,TimeMicroseconds,Threshold
1800,440,50
Size,TimeMicroseconds,Threshold
1900,439,50
Size,TimeMicroseconds,Threshold
2000,713,50
Size,TimeMicroseconds,Threshold
2100,744,50
Size,TimeMicroseconds,Threshold
2200,776,50
Size,TimeMicroseconds,Threshold
2300,815,50
Size,TimeMicroseconds,Threshold
2400,849,50
Size,TimeMicroseconds,Threshold
2500,891,50
Size,TimeMicroseconds,Threshold
2600,931,50
Size,TimeMicroseconds,Threshold
2700,981,50
Size,TimeMicroseconds,Threshold
2800,993,50
Size,TimeMicroseconds,Threshold
2900,1044,50
Size,TimeMicroseconds,Threshold
3000,1082,50
Size,TimeMicroseconds,Threshold
3100,1112,50
Size,TimeMicroseconds,Threshold
3200,1165,50
Size,TimeMicroseconds,Threshold
3300,1202,50
Size,TimeMicroseconds,Threshold
3400,1231,50
Size,TimeMicroseconds,Threshold
3500,1260,50
Size,TimeMicroseconds,Threshold
3600,1305,50
Size,TimeMicroseconds,Threshold
3700,1324,50
Size,TimeMicroseconds,Threshold
3800,1362,50
Size,TimeMicroseconds,Threshold
3900,1407,50
Size,TimeMicroseconds,Threshold
4000,1400,50
Size,TimeMicroseconds,Threshold
4100,1815,50
Size,TimeMicroseconds,Threshold
4200,1145,50
Size,TimeMicroseconds,Threshold
4300,1084,50
Size,TimeMicroseconds,Threshold
4400,1335,50
Size,TimeMicroseconds,Threshold
4500,1172,50
Size,TimeMicroseconds,Threshold
4600,1273,50
Size,TimeMicroseconds,Threshold
4700,1271,50
Size,TimeMicroseconds,Threshold
4800,1490,50
Size,TimeMicroseconds,Threshold
4900,1818,50
Size,TimeMicroseconds,Threshold
5000,1699,50
Size,TimeMicroseconds,Threshold
5100,1509,50
Size,TimeMicroseconds,Threshold
5200,1462,50
Size,TimeMicroseconds,Threshold
5300,2157,50
Size,TimeMicroseconds,Threshold
5400,1984,50
Size,TimeMicroseconds,Threshold
5500,1995,50
Size,TimeMicroseconds,Threshold
5600,2207,50
Size,TimeMicroseconds,Threshold
5700,2035,50
Size,TimeMicroseconds,Threshold
5800,2127,50
Size,TimeMicroseconds,Threshold
5900,2145,50
Size,TimeMicroseconds,Threshold
6000,2178,50
Size,TimeMicroseconds,Threshold
6100,1561,50
Size,TimeMicroseconds,Threshold
6200,1670,50
Size,TimeMicroseconds,Threshold
6300,1546,50
Size,TimeMicroseconds,Threshold
6400,1734,50
Size,TimeMicroseconds,Threshold
6500,1656,50
Size,TimeMicroseconds,Threshold
6600,1694,50
Size,TimeMicroseconds,Threshold
6700,2580,50
Size,TimeMicroseconds,Threshold
6800,1740,50
Size,TimeMicroseconds,Threshold
6900,2508,50
Size,TimeMicroseconds,Threshold
7000,2601,50
Size,TimeMicroseconds,Threshold
7100,2619,50
Size,TimeMicroseconds,Threshold
7200,2691,50
Size,TimeMicroseconds,Threshold
7300,2696,50
Size,TimeMicroseconds,Threshold
7400,2757,50
Size,TimeMicroseconds,Threshold
7500,2785,50
Size,TimeMicroseconds,Threshold
7600,2842,50
Size,TimeMicroseconds,Threshold
7700,2863,50
Size,TimeMicroseconds,Threshold
7800,2924,50
Size,TimeMicroseconds,Threshold
7900,2946,50
Size,TimeMicroseconds,Threshold
8000,2986,50
Size,TimeMicroseconds,Threshold
8100,3046,50
Size,TimeMicroseconds,Threshold
8200,3051,50
Size,TimeMicroseconds,Threshold
8300,3114,50
Size,TimeMicroseconds,Threshold
8400,3146,50
Size,TimeMicroseconds,Threshold
8500,3195,50
Size,TimeMicroseconds,Threshold
8600,3215,50
Size,TimeMicroseconds,Threshold
8700,3259,50
Size,TimeMicroseconds,Threshold
8800,3277,50
Size,TimeMicroseconds,Threshold
8900,3295,50
Size,TimeMicroseconds,Threshold
9000,3400,50
Size,TimeMicroseconds,Threshold
9100,3454,50
Size,TimeMicroseconds,Threshold
9200,3448,50
Size,TimeMicroseconds,Threshold
9300,3488,50
Size,TimeMicroseconds,Threshold
9400,2461,50
Size,TimeMicroseconds,Threshold
9500,3510,50
Size,TimeMicroseconds,Threshold
9600,2475,50
Size,TimeMicroseconds,Threshold
9700,2881,50
Size,TimeMicroseconds,Threshold
9800,2658,50
Size,TimeMicroseconds,Threshold
9900,2684,50
Size,TimeMicroseconds,Threshold
10000,2546,50
