Size,TimeMicroseconds,Threshold
500,119,5
Size,TimeMicroseconds,Threshold
600,170,5
Size,TimeMicroseconds,Threshold
700,167,5
Size,TimeMicroseconds,Threshold
800,188,5
Size,TimeMicroseconds,Threshold
900,215,5
Size,TimeMicroseconds,Threshold
1000,237,5
Size,TimeMicroseconds,Threshold
1100,260,5
Size,TimeMicroseconds,Threshold
1200,274,5
Size,TimeMicroseconds,Threshold
1300,308,5
Size,TimeMicroseconds,Threshold
1400,336,5
Size,TimeMicroseconds,Threshold
1500,358,5
Size,TimeMicroseconds,Threshold
1600,382,5
Size,TimeMicroseconds,Threshold
1700,404,5
Size,TimeMicroseconds,Threshold
1800,433,5
Size,TimeMicroseconds,Threshold
1900,442,5
Size,TimeMicroseconds,Threshold
2000,505,5
Size,TimeMicroseconds,Threshold
2100,494,5
Size,TimeMicroseconds,Threshold
2200,519,5
Size,TimeMicroseconds,Threshold
2300,539,5
Size,TimeMicroseconds,Threshold
2400,576,5
Size,TimeMicroseconds,Threshold
2500,582,5
Size,TimeMicroseconds,Threshold
2600,610,5
Size,TimeMicroseconds,Threshold
2700,636,5
Size,TimeMicroseconds,Threshold
2800,666,5
Size,TimeMicroseconds,Threshold
2900,720,5
Size,TimeMicroseconds,Threshold
3000,708,5
Size,TimeMicroseconds,Threshold
3100,767,5
Size,TimeMicroseconds,Threshold
3200,748,5
Size,TimeMicroseconds,Threshold
3300,980,5
Size,TimeMicroseconds,Threshold
3400,804,5
Size,TimeMicroseconds,Threshold
3500,906,5
Size,TimeMicroseconds,Threshold
3600,860,5
Size,TimeMicroseconds,Threshold
3700,868,5
Size,TimeMicroseconds,Threshold
3800,929,5
Size,TimeMicroseconds,Threshold
3900,1069,5
Size,TimeMicroseconds,Threshold
4000,928,5
Size,TimeMicroseconds,Threshold
4100,983,5
Size,TimeMicroseconds,Threshold
4200,1200,5
Size,TimeMicroseconds,Threshold
4300,1088,5
Size,TimeMicroseconds,Threshold
4400,1076,5
Size,TimeMicroseconds,Threshold
4500,1087,5
Size,TimeMicroseconds,Threshold
4600,1117,5
Size,TimeMicroseconds,Threshold
4700,1166,5
Size,TimeMicroseconds,Threshold
4800,1179,5
Size,TimeMicroseconds,Threshold
4900,1191,5
Size,TimeMicroseconds,Threshold
5000,1203,5
Size,TimeMicroseconds,Threshold
5100,1218,5
Size,TimeMicroseconds,Threshold
5200,1260,5
Size,TimeMicroseconds,Threshold
5300,1285,5
Size,TimeMicroseconds,Threshold
5400,1876,5
Size,TimeMicroseconds,Threshold
5500,1377,5
Size,TimeMicroseconds,Threshold
5600,1377,5
Size,TimeMicroseconds,Threshold
5700,1384,5
Size,TimeMicroseconds,Threshold
5800,1436,5
Size,TimeMicroseconds,Threshold
5900,1463,5
Size,TimeMicroseconds,Threshold
6000,1475,5
Size,TimeMicroseconds,Threshold
6100,1498,5
Size,TimeMicroseconds,Threshold
6200,1520,5
Size,TimeMicroseconds,Threshold
6300,1572,5
Size,TimeMicroseconds,Threshold
6400,1561,5
Size,TimeMicroseconds,Threshold
6500,1606,5
Size,TimeMicroseconds,Threshold
6600,1631,5
Size,TimeMicroseconds,Threshold
6700,1644,5
Size,TimeMicroseconds,Threshold
6800,1666,5
Size,TimeMicroseconds,Threshold
6900,1699,5
Size,TimeMicroseconds,Threshold
7000,1710,5
Size,TimeMicroseconds,Threshold
7100,1730,5
Size,TimeMicroseconds,Threshold
7200,1755,5
Size,TimeMicroseconds,Threshold
7300,1839,5
Size,TimeMicroseconds,Threshold
7400,1826,5
Size,TimeMicroseconds,Threshold
7500,1855,5
Size,TimeMicroseconds,Threshold
7600,1874,5
Size,TimeMicroseconds,Threshold
7700,1883,5
Size,TimeMicroseconds,Threshold
7800,1961,5
Size,TimeMicroseconds,Threshold
7900,1930,5
Size,TimeMicroseconds,Threshold
8000,1958,5
Size,TimeMicroseconds,Threshold
8100,1986,5
Size,TimeMicroseconds,Threshold
8200,1990,5
Size,TimeMicroseconds,Threshold
8300,2278,5
Size,TimeMicroseconds,Threshold
8400,2074,5
Size,TimeMicroseconds,Threshold
8500,2092,5
Size,TimeMicroseconds,Threshold
8600,2111,5
Size,TimeMicroseconds,Threshold
8700,2116,5
Size,TimeMicroseconds,Threshold
8800,2158,5
Size,TimeMicroseconds,Threshold
8900,2177,5
Size,TimeMicroseconds,Threshold
9000,2229,5
Size,TimeMicroseconds,Threshold
9100,2245,5
Size,TimeMicroseconds,Threshold
9200,2255,5
Size,TimeMicroseconds,Threshold
9300,2295,5
Size,TimeMicroseconds,Threshold
9400,2391,5
Size,TimeMicroseconds,Threshold
9500,2328,5
Size,TimeMicroseconds,Threshold
9600,2420,5
Size,TimeMicroseconds,Threshold
9700,2563,5
Size,TimeMicroseconds,Threshold
9800,2479,5
Size,TimeMicroseconds,Threshold
9900,2468,5
Size,TimeMicroseconds,Threshold
10000,2547,5
