Size,TimeMicroseconds,Threshold
10000,3237,20
500,153,20
600,191,20
700,215,20
800,325,20
900,277,20
1000,369,20
1100,343,20
1200,451,20
1300,406,20
1400,537,20
1500,587,20
1600,503,20
1700,533,20
1800,567,20
1900,602,20
2000,629,20
2100,689,20
2200,1039,20
2300,726,20
2400,962,20
2500,793,20
2600,1043,20
2700,876,20
2800,1107,20
2900,942,20
3000,1180,20
3100,1256,20
3200,834,20
3300,1076,20
3400,1100,20
3500,1199,20
3600,1148,20
3700,1194,20
3800,1229,20
3900,1262,20
4000,1301,20
4100,1333,20
4200,1363,20
4300,1402,20
4400,1429,20
4500,1845,20
4600,1599,20
4700,1541,20
4800,1567,20
4900,1605,20
5000,1628,20
5100,1663,20
5200,1708,20
5300,1629,20
5400,2420,20
5500,1780,20
5600,1846,20
5700,1877,20
5800,1890,20
5900,1949,20
6000,2576,20
6100,1953,20
6200,2049,20
6300,2105,20
6400,2122,20
6500,2135,20
6600,2187,20
6700,2195,20
6800,2190,20
6900,2304,20
7000,2311,20
7100,2195,20
7200,2222,20
7300,2881,20
7400,2333,20
7500,2249,20
7600,2480,20
7700,2559,20
7800,2307,20
7900,2585,20
8000,2625,20
8100,2540,20
8200,2482,20
8300,2491,20
8400,2662,20
8500,2709,20
8600,2701,20
8700,2428,20
8800,2820,20
8900,2848,20
9000,2690,20
9100,2890,20
9200,4047,20
9300,4011,20
9400,2789,20
9500,2919,20
9600,4142,20
9700,2925,20
9800,2917,20
9900,2963,20
10000,3150,20
