Size,TimeMicroseconds,Threshold
500,59,30
Size,TimeMicroseconds,Threshold
600,73,30
Size,TimeMicroseconds,Threshold
700,90,30
Size,TimeMicroseconds,Threshold
800,103,30
Size,TimeMicroseconds,Threshold
900,118,30
Size,TimeMicroseconds,Threshold
1000,115,30
Size,TimeMicroseconds,Threshold
1100,133,30
Size,TimeMicroseconds,Threshold
1200,146,30
Size,TimeMicroseconds,Threshold
1300,162,30
Size,TimeMicroseconds,Threshold
1400,191,30
Size,TimeMicroseconds,Threshold
1500,207,30
Size,TimeMicroseconds,Threshold
1600,223,30
Size,TimeMicroseconds,Threshold
1700,223,30
Size,TimeMicroseconds,Threshold
1800,264,30
Size,TimeMicroseconds,Threshold
1900,275,30
Size,TimeMicroseconds,Threshold
2000,257,30
Size,TimeMicroseconds,Threshold
2100,271,30
Size,TimeMicroseconds,Threshold
2200,284,30
Size,TimeMicroseconds,Threshold
2300,305,30
Size,TimeMicroseconds,Threshold
2400,312,30
Size,TimeMicroseconds,Threshold
2500,335,30
Size,TimeMicroseconds,Threshold
2600,352,30
Size,TimeMicroseconds,Threshold
2700,371,30
Size,TimeMicroseconds,Threshold
2800,398,30
Size,TimeMicroseconds,Threshold
2900,406,30
Size,TimeMicroseconds,Threshold
3000,425,30
Size,TimeMicroseconds,Threshold
3100,458,30
Size,TimeMicroseconds,Threshold
3200,472,30
Size,TimeMicroseconds,Threshold
3300,482,30
Size,TimeMicroseconds,Threshold
3400,504,30
Size,TimeMicroseconds,Threshold
3500,524,30
Size,TimeMicroseconds,Threshold
3600,554,30
Size,TimeMicroseconds,Threshold
3700,573,30
Size,TimeMicroseconds,Threshold
3800,601,30
Size,TimeMicroseconds,Threshold
3900,588,30
Size,TimeMicroseconds,Threshold
4000,544,30
Size,TimeMicroseconds,Threshold
4100,564,30
Size,TimeMicroseconds,Threshold
4200,587,30
Size,TimeMicroseconds,Threshold
4300,605,30
Size,TimeMicroseconds,Threshold
4400,625,30
Size,TimeMicroseconds,Threshold
4500,639,30
Size,TimeMicroseconds,Threshold
4600,658,30
Size,TimeMicroseconds,Threshold
4700,667,30
Size,TimeMicroseconds,Threshold
4800,679,30
Size,TimeMicroseconds,Threshold
4900,695,30
Size,TimeMicroseconds,Threshold
5000,723,30
Size,TimeMicroseconds,Threshold
5100,745,30
Size,TimeMicroseconds,Threshold
5200,764,30
Size,TimeMicroseconds,Threshold
5300,885,30
Size,TimeMicroseconds,Threshold
5400,797,30
Size,TimeMicroseconds,Threshold
5500,809,30
Size,TimeMicroseconds,Threshold
5600,833,30
Size,TimeMicroseconds,Threshold
5700,841,30
Size,TimeMicroseconds,Threshold
5800,882,30
Size,TimeMicroseconds,Threshold
5900,895,30
Size,TimeMicroseconds,Threshold
6000,919,30
Size,TimeMicroseconds,Threshold
6100,940,30
Size,TimeMicroseconds,Threshold
6200,679,30
Size,TimeMicroseconds,Threshold
6300,654,30
Size,TimeMicroseconds,Threshold
6400,762,30
Size,TimeMicroseconds,Threshold
6500,1025,30
Size,TimeMicroseconds,Threshold
6600,1039,30
Size,TimeMicroseconds,Threshold
6700,1080,30
Size,TimeMicroseconds,Threshold
6800,814,30
Size,TimeMicroseconds,Threshold
6900,819,30
Size,TimeMicroseconds,Threshold
7000,903,30
Size,TimeMicroseconds,Threshold
7100,850,30
Size,TimeMicroseconds,Threshold
7200,1254,30
Size,TimeMicroseconds,Threshold
7300,972,30
Size,TimeMicroseconds,Threshold
7400,1012,30
Size,TimeMicroseconds,Threshold
7500,911,30
Size,TimeMicroseconds,Threshold
7600,939,30
Size,TimeMicroseconds,Threshold
7700,1291,30
Size,TimeMicroseconds,Threshold
7800,1259,30
Size,TimeMicroseconds,Threshold
7900,1208,30
Size,TimeMicroseconds,Threshold
8000,958,30
Size,TimeMicroseconds,Threshold
8100,1244,30
Size,TimeMicroseconds,Threshold
8200,932,30
Size,TimeMicroseconds,Threshold
8300,879,30
Size,TimeMicroseconds,Threshold
8400,851,30
Size,TimeMicroseconds,Threshold
8500,1316,30
Size,TimeMicroseconds,Threshold
8600,1328,30
Size,TimeMicroseconds,Threshold
8700,1292,30
Size,TimeMicroseconds,Threshold
8800,1112,30
Size,TimeMicroseconds,Threshold
8900,966,30
Size,TimeMicroseconds,Threshold
9000,1370,30
Size,TimeMicroseconds,Threshold
9100,1409,30
Size,TimeMicroseconds,Threshold
9200,1416,30
Size,TimeMicroseconds,Threshold
9300,1207,30
Size,TimeMicroseconds,Threshold
9400,1037,30
Size,TimeMicroseconds,Threshold
9500,975,30
Size,TimeMicroseconds,Threshold
9600,1404,30
Size,TimeMicroseconds,Threshold
9700,1478,30
Size,TimeMicroseconds,Threshold
9800,1188,30
Size,TimeMicroseconds,Threshold
9900,1096,30
Size,TimeMicroseconds,Threshold
10000,1225,30
