Size,TimeMicroseconds,Threshold
500,40,50
Size,TimeMicroseconds,Threshold
600,51,50
Size,TimeMicroseconds,Threshold
700,45,50
Size,TimeMicroseconds,Threshold
800,53,50
Size,TimeMicroseconds,Threshold
900,63,50
Size,TimeMicroseconds,Threshold
1000,79,50
Size,TimeMicroseconds,Threshold
1100,77,50
Size,TimeMicroseconds,Threshold
1200,82,50
Size,TimeMicroseconds,Threshold
1300,193,50
Size,TimeMicroseconds,Threshold
1400,99,50
Size,TimeMicroseconds,Threshold
1500,105,50
Size,TimeMicroseconds,Threshold
1600,149,50
Size,TimeMicroseconds,Threshold
1700,138,50
Size,TimeMicroseconds,Threshold
1800,244,50
Size,TimeMicroseconds,Threshold
1900,177,50
Size,TimeMicroseconds,Threshold
2000,205,50
Size,TimeMicroseconds,Threshold
2100,221,50
Size,TimeMicroseconds,Threshold
2200,225,50
Size,TimeMicroseconds,Threshold
2300,242,50
Size,TimeMicroseconds,Threshold
2400,245,50
Size,TimeMicroseconds,Threshold
2500,257,50
Size,TimeMicroseconds,Threshold
2600,279,50
Size,TimeMicroseconds,Threshold
2700,279,50
Size,TimeMicroseconds,Threshold
2800,290,50
Size,TimeMicroseconds,Threshold
2900,305,50
Size,TimeMicroseconds,Threshold
3000,318,50
Size,TimeMicroseconds,Threshold
3100,329,50
Size,TimeMicroseconds,Threshold
3200,351,50
Size,TimeMicroseconds,Threshold
3300,379,50
Size,TimeMicroseconds,Threshold
3400,395,50
Size,TimeMicroseconds,Threshold
3500,401,50
Size,TimeMicroseconds,Threshold
3600,406,50
Size,TimeMicroseconds,Threshold
3700,429,50
Size,TimeMicroseconds,Threshold
3800,436,50
Size,TimeMicroseconds,Threshold
3900,447,50
Size,TimeMicroseconds,Threshold
4000,460,50
Size,TimeMicroseconds,Threshold
4100,475,50
Size,TimeMicroseconds,Threshold
4200,858,50
Size,TimeMicroseconds,Threshold
4300,354,50
Size,TimeMicroseconds,Threshold
4400,391,50
Size,TimeMicroseconds,Threshold
4500,422,50
Size,TimeMicroseconds,Threshold
4600,475,50
Size,TimeMicroseconds,Threshold
4700,628,50
Size,TimeMicroseconds,Threshold
4800,435,50
Size,TimeMicroseconds,Threshold
4900,440,50
Size,TimeMicroseconds,Threshold
5000,473,50
Size,TimeMicroseconds,Threshold
5100,703,50
Size,TimeMicroseconds,Threshold
5200,438,50
Size,TimeMicroseconds,Threshold
5300,619,50
Size,TimeMicroseconds,Threshold
5400,641,50
Size,TimeMicroseconds,Threshold
5500,645,50
Size,TimeMicroseconds,Threshold
5600,671,50
Size,TimeMicroseconds,Threshold
5700,588,50
Size,TimeMicroseconds,Threshold
5800,678,50
Size,TimeMicroseconds,Threshold
5900,704,50
Size,TimeMicroseconds,Threshold
6000,714,50
Size,TimeMicroseconds,Threshold
6100,562,50
Size,TimeMicroseconds,Threshold
6200,639,50
Size,TimeMicroseconds,Threshold
6300,544,50
Size,TimeMicroseconds,Threshold
6400,681,50
Size,TimeMicroseconds,Threshold
6500,651,50
Size,TimeMicroseconds,Threshold
6600,740,50
Size,TimeMicroseconds,Threshold
6700,666,50
Size,TimeMicroseconds,Threshold
6800,834,50
Size,TimeMicroseconds,Threshold
6900,1114,50
Size,TimeMicroseconds,Threshold
7000,893,50
Size,TimeMicroseconds,Threshold
7100,905,50
Size,TimeMicroseconds,Threshold
7200,915,50
Size,TimeMicroseconds,Threshold
7300,1098,50
Size,TimeMicroseconds,Threshold
7400,936,50
Size,TimeMicroseconds,Threshold
7500,959,50
Size,TimeMicroseconds,Threshold
7600,955,50
Size,TimeMicroseconds,Threshold
7700,989,50
Size,TimeMicroseconds,Threshold
7800,1011,50
Size,TimeMicroseconds,Threshold
7900,1000,50
Size,TimeMicroseconds,Threshold
8000,1020,50
Size,TimeMicroseconds,Threshold
8100,1045,50
Size,TimeMicroseconds,Threshold
8200,1044,50
Size,TimeMicroseconds,Threshold
8300,1062,50
Size,TimeMicroseconds,Threshold
8400,1067,50
Size,TimeMicroseconds,Threshold
8500,1089,50
Size,TimeMicroseconds,Threshold
8600,1108,50
Size,TimeMicroseconds,Threshold
8700,1110,50
Size,TimeMicroseconds,Threshold
8800,1122,50
Size,TimeMicroseconds,Threshold
8900,1109,50
Size,TimeMicroseconds,Threshold
9000,1162,50
Size,TimeMicroseconds,Threshold
9100,1220,50
Size,TimeMicroseconds,Threshold
9200,1199,50
Size,TimeMicroseconds,Threshold
9300,1057,50
Size,TimeMicroseconds,Threshold
9400,881,50
Size,TimeMicroseconds,Threshold
9500,1368,50
Size,TimeMicroseconds,Threshold
9600,954,50
Size,TimeMicroseconds,Threshold
9700,1019,50
Size,TimeMicroseconds,Threshold
9800,964,50
Size,TimeMicroseconds,Threshold
9900,1016,50
Size,TimeMicroseconds,Threshold
10000,989,50
