Scale, N, Approximate Area, Relative Deviation
1.5, 41100, 0.946844, 0.00246327
1.5, 41600, 0.95229, 0.00822965
1.5, 42100, 0.944098, 0.000443897
1.5, 42600, 0.970502, 0.0275112
1.5, 43100, 0.929806, 0.0155752
1.5, 43600, 0.946236, 0.00181964
1.5, 44100, 0.931539, 0.0137402
1.5, 44600, 0.938753, 0.00610291
1.5, 45100, 0.920585, 0.0253381
1.5, 45600, 0.951266, 0.0071455
1.5, 46100, 0.931933, 0.0133232
1.5, 46600, 0.968406, 0.0252922
1.5, 47100, 0.96277, 0.0193251
1.5, 47600, 0.937492, 0.0074382
1.5, 48100, 0.935023, 0.010052
1.5, 48600, 0.95511, 0.0112149
1.5, 49100, 0.939146, 0.00568622
1.5, 49600, 0.910715, 0.0357876
1.5, 50100, 0.910359, 0.036165
1.5, 50600, 0.947188, 0.00282743
1.5, 51100, 0.934495, 0.0106108
1.5, 51600, 0.934766, 0.0103236
1.5, 52100, 0.906902, 0.0398251
1.5, 52600, 0.949433, 0.0052047
1.5, 53100, 0.959031, 0.0153664
1.5, 53600, 0.945596, 0.00114178
1.5, 54100, 0.898444, 0.0487796
1.5, 54600, 0.945905, 0.00146941
1.5, 55100, 0.938513, 0.00635737
1.5, 55600, 0.936368, 0.00862832
1.5, 56100, 0.945179, 0.000700456
1.5, 56600, 0.923689, 0.0220519
1.5, 57100, 0.933606, 0.0115521
1.5, 57600, 0.943731, 0.000832606
1.5, 58100, 0.935609, 0.00943129
1.5, 58600, 0.952637, 0.00859636
1.5, 59100, 0.913486, 0.032854
1.5, 59600, 0.916099, 0.0300873
1.5, 60100, 0.956886, 0.0130957
1.5, 60600, 0.961625, 0.0181129
1.5, 61100, 0.927979, 0.01751
1.5, 61600, 0.959509, 0.015872
1.5, 62100, 0.958124, 0.0144056
1.5, 62600, 0.951869, 0.0077832
1.5, 63100, 0.940513, 0.00423977
1.5, 63600, 0.918673, 0.0273623
1.5, 64100, 0.938125, 0.0067672
1.5, 64600, 0.955922, 0.012075
1.5, 65100, 0.947236, 0.00287875
1.5, 65600, 0.922677, 0.0231235
1.5, 66100, 0.961366, 0.0178388
1.5, 66600, 0.941011, 0.00371236
1.5, 67100, 0.947365, 0.00301501
1.5, 67600, 0.941329, 0.00337594
1.5, 68100, 0.979066, 0.0365785
1.5, 68600, 0.955986, 0.012143
1.5, 69100, 0.96648, 0.0232532
1.5, 69600, 0.940994, 0.00373035
1.5, 70100, 0.93709, 0.00786297
1.5, 70600, 0.966705, 0.0234915
1.5, 71100, 0.924526, 0.0211656
1.5, 71600, 0.957176, 0.0134019
1.5, 72100, 0.918074, 0.0279961
1.5, 72600, 0.940376, 0.00438486
1.5, 73100, 0.948906, 0.00464635
1.5, 73600, 0.94989, 0.00568807
1.5, 74100, 0.950565, 0.0064032
1.5, 74600, 0.950059, 0.00586692
1.5, 75100, 0.929752, 0.0156324
1.5, 75600, 0.937492, 0.0074382
1.5, 76100, 0.952603, 0.00856105
1.5, 76600, 0.966661, 0.0234444
1.5, 77100, 0.933439, 0.0117294
1.5, 77600, 0.950821, 0.00667426
1.5, 78100, 0.934091, 0.011039
1.5, 78600, 0.951248, 0.00712611
1.5, 79100, 0.939704, 0.00509587
1.5, 79600, 0.948366, 0.00407519
1.5, 80100, 0.91541, 0.0308169
1.5, 80600, 0.939585, 0.00522156
1.5, 81100, 0.965351, 0.0220572
1.5, 81600, 0.95461, 0.0106858
1.5, 82100, 0.909363, 0.0372191
1.5, 82600, 0.948879, 0.00461835
1.5, 83100, 0.950804, 0.00665594
1.5, 83600, 0.923138, 0.0226353
1.5, 84100, 0.94496, 0.000469252
1.5, 84600, 0.941444, 0.00325364
1.5, 85100, 0.950821, 0.00667461
1.5, 85600, 0.948079, 0.00377064
1.5, 86100, 0.979158, 0.0366757
1.5, 86600, 0.95557, 0.0117024
1.5, 87100, 0.94456, 4.49521e-05
1.5, 87600, 0.941665, 0.00301926
1.5, 88100, 0.95246, 0.00840974
1.5, 88600, 0.949554, 0.00533291
1.5, 89100, 0.937106, 0.00784666
1.5, 89600, 0.93383, 0.0113154
1.5, 90100, 0.933989, 0.011147
1.5, 90600, 0.927627, 0.0178824
1.5, 91100, 0.941985, 0.00268058
1.5, 91600, 0.953799, 0.00982689
1.5, 92100, 0.915844, 0.0303573
1.5, 92600, 0.942318, 0.0023289
1.5, 93100, 0.945715, 0.00126849
1.5, 93600, 0.941832, 0.002843
1.5, 94100, 0.954495, 0.0105636
1.5, 94600, 0.948062, 0.00375348
1.5, 95100, 0.947218, 0.00285968
1.5, 95600, 0.924645, 0.0210392
1.5, 96100, 0.952613, 0.00857086
1.5, 96600, 0.923226, 0.0225424
1.5, 97100, 0.947533, 0.00319274
1.5, 97600, 0.947161, 0.00279929
1.5, 98100, 0.975781, 0.0331007
1.5, 98600, 0.960406, 0.0168222
1.5, 99100, 0.920022, 0.025934
1.5, 99600, 0.938245, 0.00664096
2, 100, 0.777771, 0.176541
2, 600, 0.842585, 0.10792
2, 1100, 1.20201, 0.272618
2, 1600, 0.753466, 0.202274
2, 2100, 0.999991, 0.0587326
2, 2600, 1.047, 0.108502
2, 3100, 1.19175, 0.261751
2, 3600, 0.853387, 0.0964828
2, 4100, 0.853651, 0.0962039
2, 4600, 0.980668, 0.038274
2, 5100, 0.960776, 0.0172137
2, 5600, 1.01388, 0.0734372
2, 6100, 0.975401, 0.0326982
2, 6600, 0.860262, 0.0892048
2, 7100, 1.04068, 0.101811
2, 7600, 0.972214, 0.0293234
2, 8100, 0.969813, 0.0267818
2, 8600, 0.890819, 0.0568526
2, 9100, 0.940163, 0.00461039
2, 9600, 0.951959, 0.00787912
2, 10100, 0.924084, 0.0216332
2, 10600, 0.950201, 0.00601792
2, 11100, 0.907399, 0.0392982
2, 11600, 0.908517, 0.0381151
2, 12100, 0.861333, 0.0880706
2, 12600, 0.972214, 0.0293234
2, 13100, 0.9262, 0.0193927
2, 13600, 0.960776, 0.0172137
2, 14100, 0.866029, 0.0830992
2, 14600, 1.01749, 0.0772644
2, 15100, 0.99668, 0.0552269
2, 15600, 0.989664, 0.0477984
2, 16100, 0.917866, 0.0282165
2, 16600, 1.01438, 0.0739687
2, 17100, 0.971077, 0.0281195
2, 17600, 0.981052, 0.0386808
2, 18100, 0.908832, 0.0377817
2, 18600, 0.986849, 0.0448185
2, 19100, 0.895862, 0.0515136
2, 19600, 0.932531, 0.0126898
2, 20100, 0.986724, 0.0446864
2, 20600, 0.958999, 0.0153325
2, 21100, 0.949175, 0.0049318
2, 21600, 0.936206, 0.00879974
2, 22100, 0.99245, 0.0507482
2, 22600, 0.881015, 0.0672326
2, 23100, 0.947803, 0.00347887
2, 23600, 0.931018, 0.014292
2, 24100, 0.97302, 0.0301776
2, 24600, 0.921627, 0.0242349
2, 25100, 0.856787, 0.0928832
2, 25600, 0.885626, 0.0623508
2, 26100, 0.999778, 0.0585072
2, 26600, 0.951746, 0.00765339
2, 27100, 0.908356, 0.0382853
2, 27600, 0.946852, 0.00247144
2, 28100, 0.977057, 0.0344517
2, 28600, 0.983092, 0.0408403
2, 29100, 1.00896, 0.0682325
2, 29600, 0.926231, 0.0193609
2, 30100, 0.917305, 0.0288112
2, 30600, 0.936629, 0.00835123
2, 31100, 0.966587, 0.0233659
2, 31600, 0.951293, 0.00717336
2, 32100, 0.938898, 0.00594941
2, 32600, 1.01516, 0.0747904
2, 33100, 0.977501, 0.0349209
2, 33600, 0.931705, 0.0135651
2, 34100, 0.944273, 0.000258375
2, 34600, 0.938495, 0.00637572
2, 35100, 0.92845, 0.0170109
2, 35600, 0.941627, 0.00305985
2, 36100, 0.913504, 0.0328352
2, 36600, 0.9329, 0.0122996
2, 37100, 0.905652, 0.0411478
2, 37600, 1.00221, 0.0610791
2, 38100, 0.956393, 0.0125732
2, 38600, 0.90572, 0.041076
2, 39100, 0.980668, 0.038274
2, 39600, 0.946681, 0.00229062
2, 40100, 0.91936, 0.0266349
2, 40600, 0.926237, 0.019354
2, 41100, 0.932, 0.0132521
2, 41600, 0.916124, 0.0300607
2, 42100, 0.930184, 0.0151747
2, 42600, 1.00143, 0.0602514
2, 43100, 0.910407, 0.0361139
2, 43600, 0.909778, 0.03678
2, 44100, 0.981473, 0.0391264
2, 44600, 0.93036, 0.0149883
2, 45100, 0.974369, 0.0316057
2, 45600, 0.95004, 0.00584756
2, 46100, 0.963356, 0.0199456
2, 46600, 0.914632, 0.0316409
2, 47100, 0.929692, 0.0156959
2, 47600, 0.980383, 0.0379731
2, 48100, 0.968575, 0.0254714
2, 48600, 0.966612, 0.0233931
2, 49100, 0.981322, 0.0389667
2, 49600, 0.922035, 0.023803
2, 50100, 0.914385, 0.0319019
2, 50600, 0.976825, 0.0342055
2, 51100, 0.961179, 0.0176402
2, 51600, 0.978243, 0.0357068
2, 52100, 0.927055, 0.0184878
2, 52600, 0.993654, 0.0520233
2, 53100, 0.971847, 0.0289357
2, 53600, 0.948271, 0.00397434
2, 54100, 0.915786, 0.0304193
2, 54600, 0.967228, 0.0240448
2, 55100, 0.977507, 0.0349277
2, 55600, 0.938641, 0.00622163
2, 56100, 0.9379, 0.00700571
2, 56600, 0.969465, 0.0264136
2, 57100, 0.971192, 0.0282418
2, 57600, 0.933055, 0.0121355
2, 58100, 0.894236, 0.0532351
2, 58600, 0.954959, 0.0110555
2, 59100, 0.938984, 0.00585826
2, 59600, 0.959816, 0.0161978
2, 60100, 0.958949, 0.0152793
2, 60600, 0.992749, 0.0510648
2, 61100, 0.88979, 0.0579417
2, 61600, 0.935598, 0.00944337
2, 62100, 0.933701, 0.0114518
2, 62600, 0.98588, 0.0437931
2, 63100, 0.957114, 0.013337
2, 63600, 0.976494, 0.033855
2, 64100, 0.946429, 0.0020246
2, 64600, 0.955358, 0.0114775
2, 65100, 0.934281, 0.0108377
2, 65600, 0.895741, 0.0516417
2, 66100, 0.920735, 0.0251794
2, 66600, 0.990315, 0.0484879
2, 67100, 0.918604, 0.0274352
2, 67600, 0.931944, 0.0133113
2, 68100, 0.96736, 0.0241843
2, 68600, 0.890582, 0.0571038
2, 69100, 0.972495, 0.0296213
2, 69600, 0.97836, 0.0358306
2, 70100, 0.924782, 0.0208947
2, 70600, 0.972214, 0.0293234
2, 71100, 0.96483, 0.0215057
2, 71600, 0.946686, 0.00229643
2, 72100, 0.914231, 0.0320649
2, 72600, 0.929361, 0.0160463
2, 73100, 0.94322, 0.0013733
2, 73600, 0.960061, 0.0164568
2, 74100, 0.951484, 0.00737557
2, 74600, 0.948755, 0.00448713
2, 75100, 0.957973, 0.0142467
2, 75600, 0.978901, 0.0364034
2, 76100, 0.943852, 0.000704215
2, 76600, 0.94886, 0.00459809
2, 77100, 0.95683, 0.0130357
2, 77600, 0.950665, 0.00650845
2, 78100, 0.950056, 0.00586374
2, 78600, 0.940054, 0.00472551
2, 79100, 0.948861, 0.00459877
2, 79600, 0.968794, 0.0257026
2, 80100, 0.943812, 0.000746769
2, 80600, 0.947124, 0.00276017
2, 81100, 0.968617, 0.0255157
2, 81600, 0.946002, 0.00157199
2, 82100, 0.962503, 0.0190427
2, 82600, 0.921367, 0.0245105
2, 83100, 0.995846, 0.0543442
2, 83600, 0.927557, 0.0179566
2, 84100, 0.953024, 0.00900615
2, 84600, 0.93452, 0.0105842
2, 85100, 0.946395, 0.00198762
2, 85600, 0.955859, 0.0120076
2, 86100, 0.929531, 0.0158665
2, 86600, 0.958293, 0.0145848
2, 87100, 0.936272, 0.0087297
2, 87600, 0.968218, 0.0250933
2, 88100, 0.950364, 0.00618986
2, 88600, 0.940611, 0.00413547
2, 89100, 0.96283, 0.0193882
2, 89600, 0.921433, 0.0244404
2, 90100, 0.969408, 0.0263531
2, 90600, 0.93487, 0.0102136
2, 91100, 0.927178, 0.0183577
2, 91600, 0.962874, 0.0194347
2, 92100, 0.959757, 0.0161355
2, 92600, 0.941976, 0.00269016
2, 93100, 0.935247, 0.00981526
2, 93600, 0.963073, 0.019646
2, 94100, 0.932746, 0.0124621
2, 94600, 0.954537, 0.0106084
2, 95100, 0.963422, 0.0200151
2, 95600, 0.952688, 0.00865075
2, 96100, 0.938829, 0.00602282
2, 96600, 0.935579, 0.00946275
2, 97100, 0.987633, 0.0456484
2, 97600, 0.948705, 0.00443398
2, 98100, 0.956555, 0.0127451
2, 98600, 0.920941, 0.0249614
2, 99100, 0.979866, 0.037425
2, 99600, 0.936683, 0.00829449
10, 100, 9.72214, 9.29323
10, 600, 1.62036, 0.715539
10, 1100, 0.883831, 0.0642515
10, 1600, 0.607633, 0.356673
10, 2100, 0.462959, 0.509846
10, 2600, 0.747857, 0.208213
10, 3100, 1.25447, 0.328159
10, 3600, 0, 1
10, 4100, 1.18563, 0.255272
10, 4600, 0.845403, 0.104936
10, 5100, 1.33441, 0.412797
10, 5600, 1.56249, 0.65427
10, 6100, 0.318759, 0.662517
10, 6600, 1.32575, 0.403623
10, 7100, 0.547726, 0.4201
10, 7600, 1.27923, 0.354373
10, 8100, 1.08024, 0.143693
10, 8600, 0.904385, 0.0424899
10, 9100, 0.854693, 0.0951004
10, 9600, 0.708906, 0.249452
10, 10100, 1.05885, 0.121045
10, 10600, 1.0089, 0.0681657
10, 11100, 0.875868, 0.0726817
10, 11600, 1.17336, 0.242287
10, 12100, 1.20522, 0.276021
10, 12600, 0.771598, 0.183077
10, 13100, 1.11322, 0.178615
10, 13600, 0.857836, 0.0917735
10, 14100, 1.03427, 0.0950248
10, 14600, 0.79908, 0.153981
10, 15100, 1.35209, 0.431509
10, 15600, 0.560892, 0.40616
10, 16100, 0.483088, 0.488535
10, 16600, 1.52274, 0.612193
10, 17100, 1.2508, 0.324276
10, 17600, 0.93907, 0.00576722
10, 18100, 1.07427, 0.137374
10, 18600, 0.784043, 0.169901
10, 19100, 0.610815, 0.353305
10, 19600, 1.14086, 0.207879
10, 20100, 1.25759, 0.331463
10, 20600, 0.802312, 0.150558
10, 21100, 1.24406, 0.317144
10, 21600, 1.03523, 0.0960388
10, 22100, 1.14378, 0.210969
10, 22600, 0.946403, 0.00199618
10, 23100, 1.01009, 0.0694269
10, 23600, 1.07108, 0.134
10, 24100, 1.00852, 0.0677628
10, 24600, 0.829938, 0.121309
10, 25100, 1.12327, 0.189258
10, 25600, 0.873473, 0.0752173
10, 26100, 1.19199, 0.262006
10, 26600, 0.767537, 0.187376
10, 27100, 0.861001, 0.0884221
10, 27600, 1.02153, 0.0815354
10, 28100, 1.14175, 0.208814
10, 28600, 0.713863, 0.244203
10, 29100, 0.835235, 0.115702
10, 29600, 1.0182, 0.0780076
10, 30100, 0.968984, 0.0259037
10, 30600, 0.57189, 0.394516
10, 31100, 0.844044, 0.106375
10, 31600, 0.98452, 0.0423528
10, 32100, 0.696602, 0.262479
10, 32600, 1.10343, 0.16825
10, 33100, 0.793044, 0.160371
10, 33600, 1.12846, 0.19475
10, 34100, 1.25447, 0.328159
10, 34600, 0.814861, 0.137272
10, 35100, 0.830952, 0.120236
10, 35600, 0.600806, 0.363901
10, 36100, 0.754071, 0.201633
10, 36600, 1.16878, 0.237438
10, 37100, 0.995798, 0.0542935
10, 37600, 0.982556, 0.0402736
10, 38100, 1.1738, 0.242753
10, 38600, 0.755606, 0.200008
10, 39100, 0.745944, 0.210238
10, 39600, 0.932932, 0.0122655
10, 40100, 0.87281, 0.0759192
10, 40600, 0.909954, 0.0365939
10, 41100, 1.2064, 0.277263
10, 41600, 0.724486, 0.232956
10, 42100, 0.923718, 0.0220206
10, 42600, 1.30085, 0.377264
10, 43100, 1.19553, 0.265757
10, 43600, 0.758148, 0.197317
10, 44100, 1.03615, 0.0970113
10, 44600, 1.00273, 0.061634
10, 45100, 0.991615, 0.0498642
10, 45600, 0.703576, 0.255095
10, 46100, 1.03337, 0.0940747
10, 46600, 0.938833, 0.00601822
10, 47100, 1.13528, 0.20197
10, 47600, 0.980383, 0.0379731
10, 48100, 1.01062, 0.0699827
10, 48600, 0.760167, 0.195179
10, 49100, 0.792027, 0.161447
10, 49600, 0.862448, 0.0868906
10, 50100, 0.931462, 0.0138219
10, 50600, 0.730121, 0.22699
10, 51100, 1.06544, 0.128026
10, 51600, 0.810178, 0.142231
10, 52100, 0.970348, 0.0273477
10, 52600, 0.887191, 0.0606935
10, 53100, 0.860528, 0.0889228
10, 53600, 1.36037, 0.440285
10, 54100, 0.952446, 0.00839441
10, 54600, 1.03275, 0.0934204
10, 55100, 1.14689, 0.214265
10, 55600, 0.804349, 0.148402
10, 56100, 1.14378, 0.210969
10, 56600, 1.03062, 0.0911555
10, 57100, 0.800246, 0.152746
10, 57600, 1.08024, 0.143693
10, 58100, 0.753005, 0.202762
10, 58600, 1.02862, 0.0890452
10, 59100, 1.00347, 0.062415
10, 59600, 0.766679, 0.188285
10, 60100, 1.00295, 0.0618644
10, 60600, 0.898415, 0.0488101
10, 61100, 0.954711, 0.0107922
10, 61600, 0.804917, 0.1478
10, 62100, 0.954992, 0.0110906
10, 62600, 1.04055, 0.101672
10, 63100, 0.970673, 0.0276921
10, 63600, 0.840751, 0.109862
10, 64100, 0.925195, 0.0204567
10, 64600, 0.827736, 0.123641
10, 65100, 0.896049, 0.0513149
10, 65600, 0.90404, 0.0428548
10, 66100, 0.985451, 0.0433383
10, 66600, 1.06564, 0.128237
10, 67100, 0.941787, 0.00289094
10, 67600, 1.15055, 0.218134
10, 68100, 0.856576, 0.0931072
10, 68600, 0.892849, 0.054703
10, 69100, 1.01302, 0.0725222
10, 69600, 0.852084, 0.0978632
10, 70100, 0.970827, 0.027855
10, 70600, 0.95018, 0.00599591
10, 71100, 0.793086, 0.160327
10, 71600, 1.09985, 0.164458
10, 72100, 0.957381, 0.0136194
10, 72600, 1.00435, 0.0633506
10, 73100, 0.731488, 0.225543
10, 73600, 1.10959, 0.174771
10, 74100, 0.931541, 0.0137388
10, 74600, 0.938329, 0.00655119
10, 75100, 0.932082, 0.0131654
10, 75600, 0.925918, 0.019692
10, 76100, 0.983712, 0.0414967
10, 76600, 0.939214, 0.00561452
10, 77100, 0.895294, 0.0521147
10, 77600, 0.927111, 0.0184288
10, 78100, 0.908727, 0.0378924
10, 78600, 1.0019, 0.0607531
10, 79100, 1.09389, 0.158151
10, 79600, 0.940458, 0.00429776
10, 80100, 0.910312, 0.0362141
10, 80600, 0.735794, 0.220984
10, 81100, 0.779209, 0.175018
10, 81600, 0.917407, 0.0287022
10, 82100, 0.994713, 0.0531445
10, 82600, 0.965152, 0.0218464
10, 83100, 0.994442, 0.0528578
10, 83600, 0.918719, 0.0273141
10, 84100, 0.959497, 0.0158601
10, 84600, 0.965318, 0.0220232
10, 85100, 0.913949, 0.0323635
10, 85600, 0.942684, 0.00194114
10, 86100, 0.835584, 0.115332
10, 86600, 1.05529, 0.117279
10, 87100, 0.948773, 0.00450614
10, 87600, 0.776883, 0.177481
10, 88100, 0.882827, 0.0653136
10, 88600, 0.998549, 0.0572057
10, 89100, 0.927476, 0.0180417
10, 89600, 0.976554, 0.0339185
10, 90100, 0.949554, 0.00533246
10, 90600, 0.987237, 0.045229
10, 91100, 0.949803, 0.00559581
10, 91600, 0.80664, 0.145976
10, 92100, 1.00283, 0.0617342
10, 92600, 0.976413, 0.0337697
10, 93100, 0.814529, 0.137624
10, 93600, 0.73747, 0.21921
10, 94100, 0.898858, 0.0483408
10, 94600, 0.935216, 0.00984752
10, 95100, 1.04275, 0.104006
10, 95600, 1.01696, 0.0766981
10, 96100, 0.880152, 0.0681464
10, 96600, 1.04669, 0.108174
10, 97100, 0.821025, 0.130747
10, 97600, 1.07581, 0.139005
10, 98100, 0.842387, 0.10813
10, 98600, 1.02546, 0.085696
10, 99100, 0.981043, 0.0386714
10, 99600, 0.751611, 0.204238
