Size,TimeMicroseconds,Threshold
10000,1139,50
500,39,50
600,46,50
700,54,50
800,76,50
900,85,50
1000,72,50
1100,97,50
1200,120,50
1300,111,50
1400,130,50
1500,133,50
1600,143,50
1700,166,50
1800,166,50
1900,174,50
2000,183,50
2100,197,50
2200,232,50
2300,226,50
2400,230,50
2500,263,50
2600,278,50
2700,273,50
2800,379,50
2900,224,50
3000,350,50
3100,299,50
3200,415,50
3300,389,50
3400,398,50
3500,307,50
3600,371,50
3700,376,50
3800,530,50
3900,456,50
4000,410,50
4100,426,50
4200,431,50
4300,448,50
4400,530,50
4500,462,50
4600,476,50
4700,480,50
4800,497,50
4900,724,50
5000,523,50
5100,553,50
5200,540,50
5300,556,50
5400,562,50
5500,573,50
5600,677,50
5700,600,50
5800,743,50
5900,615,50
6000,623,50
6100,645,50
6200,645,50
6300,675,50
6400,672,50
6500,715,50
6600,735,50
6700,748,50
6800,772,50
6900,771,50
7000,774,50
7100,795,50
7200,947,50
7300,851,50
7400,831,50
7500,962,50
7600,881,50
7700,930,50
7800,873,50
7900,881,50
8000,895,50
8100,1117,50
8200,918,50
8300,942,50
8400,937,50
8500,977,50
8600,978,50
8700,999,50
8800,990,50
8900,1041,50
9000,1158,50
9100,1162,50
9200,1005,50
9300,1097,50
9400,1083,50
9500,1070,50
9600,1075,50
9700,1115,50
9800,1103,50
9900,1117,50
10000,1148,50
