Size,TimeMicroseconds,Threshold
10000,2187,100
500,88,100
600,121,100
700,183,100
800,234,100
900,151,100
1000,181,100
1100,215,100
1200,256,100
1300,301,100
1400,330,100
1500,377,100
1600,345,100
1700,282,100
1800,312,100
1900,489,100
2000,449,100
2100,404,100
2200,436,100
2300,626,100
2400,598,100
2500,658,100
2600,627,100
2700,636,100
2800,703,100
2900,733,100
3000,762,100
3100,654,100
3200,875,100
3300,672,100
3400,794,100
3500,612,100
3600,638,100
3700,674,100
3800,701,100
3900,735,100
4000,767,100
4100,1101,100
4200,849,100
4300,879,100
4400,930,100
4500,955,100
4600,980,100
4700,1017,100
4800,1277,100
4900,1095,100
5000,1136,100
5100,1592,100
5200,1222,100
5300,1256,100
5400,1827,100
5500,1343,100
5600,1382,100
5700,1449,100
5800,1491,100
5900,1537,100
6000,1577,100
6100,1609,100
6200,1659,100
6300,1715,100
6400,1765,100
6500,1685,100
6600,1705,100
6700,1188,100
6800,1218,100
6900,1234,100
7000,1269,100
7100,1309,100
7200,1328,100
7300,1661,100
7400,1646,100
7500,1408,100
7600,1464,100
7700,1482,100
7800,1385,100
7900,1862,100
8000,1603,100
8100,1631,100
8200,1660,100
8300,1501,100
8400,1753,100
8500,1776,100
8600,1669,100
8700,1869,100
8800,1824,100
8900,1729,100
9000,1911,100
9100,1972,100
9200,2126,100
9300,2021,100
9400,1965,100
9500,2535,100
9600,1970,100
9700,2037,100
9800,2149,100
9900,2220,100
10000,2225,100
